text,label
"She kicked her heels into her pony to hurry down the track towards Eric as she called out,",0
My Lord!,1
My Lord!,1
We’re under attack!,1
But Eric did not respond.,0
"When she reached him she said frantically,",0
Don’t you see those three knights?,1
Soon they will be upon us!,1
What do you want me to do about it?,1
he asked.,0
Don’t you recall?,1
I’ve gone soft and effeminate.,1
Oh what are you saying?,1
"Your words, not mine, darling.",1
She calmed herself and tried to reason with her husband one more time.,0
If you insist on arguing then very soon you will be dead and your wife will be taken prisoner by bandits.,1
Is that what you really want?,1
"With a grunt, Eric lifted up his lance and spurred his horse on to meet the attackers.",0
One robber-knight rode out in front of the others;,0
"Eric drove his lance into his shield, and thrust him off his horse.",0
He stabbed the second bandit in the side so that he too fell from his mount.,0
"The third turned and fled, but Eric pursued the robber and caught up with him.",0
They clashed sword to sword and very soon Eric killed his opponent.,0
He gathered the loose horse and rode back to collect the mounts from the two other robbers.,0
"You can walk,",1
"he said to them,",0
"and be glad that you picked on an effeminate knight, or you might have finished up still worse.",1
The defeated robbers looked baffled by this statement.,0
"As they left, Eric ordered Enide not to speak another word, even if the devil himself was coming to attack them.",0
"They rode on, and when they reached the top of a hill, Enide looked down towards a river and she saw some men hurrying to hide in some trees by the track.",0
She was sure that they were robbers and that they were setting an ambush for them.,0
She felt alarmed and confused.,0
Eric had told her not to speak – and yet she must warn him that they were in danger.,0
She remembered that at her wedding she had promised to love honour and obey.,0
"I do love him,",1
"she said to herself,",0
"but if he’s being pig-headed, how can I honour and obey him?",1
Of course I must warn him or we will both die.,1
So she did warn him - and he was furious.,0
Did I not order you to keep silent?,1
he asked.,0
"I give you but one command, and this is how you keep it!",1
"My Lord, you did indeed tell me not to speak, but it is very hard when I see danger up ahead.",1
"Oh faithless woman,",1
he muttered.,0
Then he spurred his horse onto the brow of the hill.,0
"Looking down from there he saw the clump of trees and bushes where the robbers lay in wait, and he charged down towards them.",0
He disappeared into the trees and Enide wondered if that would be her last sight of her husband still alive.,0
"She heard the clashing of swords and shields, the whinnying of horses, and the cries of men.",0
Ten minutes later Eric emerged from the trees leading five horses with empty saddles.,0
"When husband and wife met up again, neither said a word, although Eric seemed to be in better spirits – for no one could doubt his strength and valour after a victory over five men.",0
"That night, Enide stayed awake to keep watch for wolves or robbers.",0
"While she sat by camp fire she looked at her sleeping husband, his broad shoulders, his huge arms and his thick neck, and she thought to herself,",0
"He is certainly brave and strong, and he is often kind and noble.",1
But he was born a prince and has never had anything but praise all his life.,1
Perhaps it is not surprising that there are times when he behaves like a spoilt child.,1
"When the sun rose, they saw that they had camped on the edge of a farm.",0
Soon a boy came across them.,0
He was carrying some food for the farm workers’ lunch.,0
"He hailed Eric and said,",0
Good sir.,1
I see that you and your lady are of noble stock.,1
"Let me take you to my master, for he loves to know when people of note are passing through.",1
He will receive you in his palace and you shall stay in comfort and the best food and drink will restore you.,1
Eric and Enide both gladly accepted the invitation.,0
That day they rested on comfortable beds and in the evening they joined the lord of the manor for a dinner of roast venison.,0
"When Enide saw her host, she recognised him straight away.",0
"His name was Earl Limours, and two years before he had stayed in her father’s house, and had asked for her hand in marriage.",0
Her father rejected him.,0
"He thought his manners were too smooth, and he didn’t trust Limours to take good care of his daughter.",0
Neither Enide or Limours said a word to show that they knew each other – and Enide was afraid that her husband would be jealous if he learned their history.,0
"All evening Limours drank and jested a good deal, for he liked good company.",0
"Eric also drank freely from the wine, though he barely glanced in the direction of his wife.",0
Limours looked her way a good deal though.,0
"When Eric was out of the room, he sat next to her and said:",0
"As he spoke, Enide saw cunning in Limours’ eyes.",0
She remembered that her father had not trusted this man’s charm.,0
"She sat silently, and he whispered to her,",0
Come. I will set you free.,1
Say the word and my men will fall upon your cruel husband while he is unarmed and unsuspecting.,1
"Then we shall at last be man and wife, as it was meant to be.",1
Enide was greatly afraid that one of Limours men would stab Eric in the back before the evening was out.,0
She could see no chance to warn him before they were alone together.,0
"So she answered craftily,",0
"No. It will be bad luck to kill a guest at dinner, and although he is unarmed, he will put up a fierce fight.",1
"Better wait until dawn, and kill him while he sleeps.",1
Limours agreed that Enide’s plan was the safest and the best.,0
"When everyone was ready for bed, he bowed deeply to Eric and wished him the soundest of sleeps.",0
"After Eric and Enide had gone up to their room, he boasted to his men that the lady did not love her careless husband, and had only eyes for him, her first true love.",0
"Enide let her husband sleep a few hours, but she herself did not dare rest.",0
While it was still dark she awoke him and told him what Limours had said and how she had tricked him to win a little time.,0
"Eric thought to himself,",0
So she does love me after all.,1
"Or at least, she prefers me to Limours.",1
"The couple slipped out the palace before dawn, but soon after sun rise, Enide thought she could hear the sound of hooves behind them.",0
She turned saw a cloud of dust bristling with the points of lances.,0
